  Vibrational level      0
  Energy           4643.56 cm-1
 --------------------------------
     0     0     0     0.98700
     0     0     1     0.00000
     0     0     2     0.00542
     0     0     3    -0.00000
     0     0     4     0.00041
     0     0     5    -0.00000
     0     0     6     0.00001
     0     0     7     0.00000
     0     0     8     0.00000
     0     0     9    -0.00000
     0     0    10     0.00000
     0     1     0     0.15006
     0     1     1     0.00000
     0     1     2     0.03879
     0     1     3    -0.00000
     0     1     4     0.00051
     0     1     5     0.00000
     0     1     6     0.00006
     0     1     7    -0.00000
     0     1     8     0.00000
     0     1     9     0.00000
     0     1    10     0.00000
     0     2     0     0.02114
     0     2     1    -0.00000
     0     2     2     0.00906
     0     2     3    -0.00000
     0     2     4     0.00264
     0     2     5     0.00000
     0     2     6     0.00005
     0     2     7    -0.00000
     0     2     8     0.00001
     0     2     9     0.00000
     0     2    10     0.00000
     0     3     0     0.02497
     0     3     1    -0.00000
     0     3     2     0.00166
     0     3     3     0.00000
     0     3     4     0.00082
     0     3     5    -0.00000
     0     3     6     0.00023
     0     3     7     0.00000
     0     3     8     0.00001
     0     3     9    -0.00000
     0     3    10     0.00000
     0     4     0     0.00748
     0     4     1     0.00000
     0     4     2     0.00197
     0     4     3    -0.00000
     0     4     4     0.00018
     0     4     5    -0.00000
     0     4     6     0.00009
     0     4     7     0.00000
     0     4     8     0.00002
     0     4     9    -0.00000
     0     4    10     0.00000
     0     5     0     0.00165
     0     5     1     0.00000
     0     5     2     0.00071
     0     5     3    -0.00000
     0     5     4     0.00021
     0     5     5     0.00000
     0     5     6     0.00002
     0     5     7     0.00000
     0     5     8     0.00001
     0     5     9    -0.00000
     0     5    10     0.00000
     0     6     0     0.00142
     0     6     1    -0.00000
     0     6     2     0.00018
     0     6     3     0.00000
     0     6     4     0.00009
     0     6     5    -0.00000
     0     6     6     0.00003
     0     6     7     0.00000
     0     6     8     0.00000
     0     6     9    -0.00000
     0     6    10     0.00000
     0     7     0     0.00055
     0     7     1     0.00000
     0     7     2     0.00015
     0     7     3     0.00000
     0     7     4     0.00002
     0     7     5    -0.00000
     0     7     6     0.00001
     0     7     7    -0.00000
     0     7     8     0.00000
     0     7     9     0.00000
     0     7    10     0.00000
     0     8     0     0.00015
     0     8     1     0.00000
     0     8     2     0.00006
     0     8     3    -0.00000
     0     8     4     0.00002
     0     8     5     0.00000
     0     8     6     0.00000
     0     8     7    -0.00000
     0     8     8     0.00000
     0     8     9     0.00000
     0     8    10     0.00000
     0     9     0     0.00010
     0     9     1    -0.00000
     0     9     2     0.00002
     0     9     3    -0.00000
     0     9     4     0.00001
     0     9     5     0.00000
     0     9     6     0.00000
     0     9     7     0.00000
     0     9     8     0.00000
     0     9     9    -0.00000
     0     9    10     0.00000
     0    10     0     0.00004
     0    10     1    -0.00000
     0    10     2     0.00001
     0    10     3     0.00000
     0    10     4     0.00000
     0    10     5    -0.00000
     0    10     6     0.00000
     0    10     7     0.00000
     0    10     8     0.00000
     0    10     9    -0.00000
     0    10    10     0.00000
     1     0     0     0.00862
     1     0     1     0.00000
     1     0     2     0.00727
     1     0     3    -0.00000
     1     0     4     0.00018
     1     0     5    -0.00000
     1     0     6     0.00001
     1     0     7     0.00000
     1     0     8     0.00000
     1     0     9    -0.00000
     1     0    10     0.00000
     1     1     0     0.00320
     1     1     1    -0.00000
     1     1     2     0.00113
     1     1     3    -0.00000
     1     1     4     0.00069
     1     1     5     0.00000
     1     1     6     0.00003
     1     1     7    -0.00000
     1     1     8     0.00000
     1     1     9     0.00000
     1     1    10     0.00000
     1     2     0     0.00226
     1     2     1    -0.00000
     1     2     2     0.00028
     1     2     3    -0.00000
     1     2     4     0.00014
     1     2     5     0.00000
     1     2     6     0.00007
     1     2     7    -0.00000
     1     2     8     0.00000
     1     2     9     0.00000
     1     2    10     0.00000
     1     3     0     0.00053
     1     3     1     0.00000
     1     3     2     0.00032
     1     3     3     0.00000
     1     3     4     0.00004
     1     3     5    -0.00000
     1     3     6     0.00002
     1     3     7     0.00000
     1     3     8     0.00001
     1     3     9    -0.00000
     1     3    10     0.00000
     1     4     0     0.00020
     1     4     1    -0.00000
     1     4     2     0.00008
     1     4     3     0.00000
     1     4     4     0.00005
     1     4     5    -0.00000
     1     4     6     0.00001
     1     4     7     0.00000
     1     4     8     0.00000
     1     4     9    -0.00000
     1     4    10     0.00000
     1     5     0     0.00017
     1     5     1     0.00000
     1     5     2     0.00002
     1     5     3    -0.00000
     1     5     4     0.00001
     1     5     5     0.00000
     1     5     6     0.00001
     1     5     7    -0.00000
     1     5     8     0.00000
     1     5     9     0.00000
     1     5    10     0.00000
     1     6     0     0.00005
     1     6     1     0.00000
     1     6     2     0.00002
     1     6     3    -0.00000
     1     6     4     0.00000
     1     6     5     0.00000
     1     6     6     0.00000
     1     6     7    -0.00000
     1     6     8     0.00000
     1     6     9     0.00000
     1     6    10     0.00000
     1     7     0     0.00002
     1     7     1    -0.00000
     1     7     2     0.00001
     1     7     3     0.00000
     1     7     4     0.00000
     1     7     5    -0.00000
     1     7     6     0.00000
     1     7     7     0.00000
     1     7     8     0.00000
     1     7     9    -0.00000
     1     7    10     0.00000
     1     8     0     0.00001
     1     8     1    -0.00000
     1     8     2     0.00000
     1     8     3     0.00000
     1     8     4     0.00000
     1     8     5    -0.00000
     1     8     6     0.00000
     1     8     7     0.00000
     1     8     8     0.00000
     1     8     9    -0.00000
     1     8    10     0.00000
     1     9     0     0.00000
     1     9     1     0.00000
     1     9     2     0.00000
     1     9     3    -0.00000
     1     9     4     0.00000
     1     9     5     0.00000
     1     9     6     0.00000
     1     9     7    -0.00000
     1     9     8     0.00000
     1     9     9     0.00000
     1     9    10     0.00000
     1    10     0     0.00000
     1    10     1     0.00000
     1    10     2     0.00000
     1    10     3    -0.00000
     1    10     4     0.00000
     1    10     5     0.00000
     1    10     6     0.00000
     1    10     7    -0.00000
     1    10     8     0.00000
     1    10     9     0.00000
     1    10    10     0.00000
     2     0     0     0.01498
     2     0     1    -0.00000
     2     0     2     0.00366
     2     0     3     0.00000
     2     0     4     0.00019
     2     0     5    -0.00000
     2     0     6     0.00001
     2     0     7     0.00000
     2     0     8     0.00000
     2     0     9    -0.00000
     2     0    10     0.00000
     2     1     0    -0.00955
     2     1     1    -0.00000
     2     1     2     0.00072
     2     1     3     0.00000
     2     1     4     0.00035
     2     1     5    -0.00000
     2     1     6     0.00003
     2     1     7     0.00000
     2     1     8     0.00000
     2     1     9    -0.00000
     2     1    10     0.00000
     2     2     0     0.00097
     2     2     1    -0.00000
     2     2     2    -0.00045
     2     2     3     0.00000
     2     2     4     0.00007
     2     2     5    -0.00000
     2     2     6     0.00004
     2     2     7     0.00000
     2     2     8     0.00000
     2     2     9    -0.00000
     2     2    10     0.00000
     2     3     0     0.00045
     2     3     1     0.00000
     2     3     2     0.00014
     2     3     3    -0.00000
     2     3     4    -0.00003
     2     3     5     0.00000
     2     3     6     0.00001
     2     3     7    -0.00000
     2     3     8     0.00000
     2     3     9     0.00000
     2     3    10     0.00000
     2     4     0    -0.00037
     2     4     1     0.00000
     2     4     2     0.00005
     2     4     3    -0.00000
     2     4     4     0.00002
     2     4     5     0.00000
     2     4     6    -0.00000
     2     4     7    -0.00000
     2     4     8     0.00000
     2     4     9     0.00000
     2     4    10     0.00000
     2     5     0     0.00007
     2     5     1    -0.00000
     2     5     2    -0.00003
     2     5     3     0.00000
     2     5     4     0.00001
     2     5     5    -0.00000
     2     5     6     0.00000
     2     5     7     0.00000
     2     5     8     0.00000
     2     5     9    -0.00000
     2     5    10     0.00000
     2     6     0     0.00003
     2     6     1    -0.00000
     2     6     2     0.00001
     2     6     3     0.00000
     2     6     4    -0.00000
     2     6     5    -0.00000
     2     6     6     0.00000
     2     6     7    -0.00000
     2     6     8     0.00000
     2     6     9     0.00000
     2     6    10    -0.00000
     2     7     0    -0.00002
     2     7     1     0.00000
     2     7     2     0.00000
     2     7     3    -0.00000
     2     7     4     0.00000
     2     7     5     0.00000
     2     7     6    -0.00000
     2     7     7    -0.00000
     2     7     8     0.00000
     2     7     9     0.00000
     2     7    10     0.00000
     2     8     0     0.00001
     2     8     1    -0.00000
     2     8     2    -0.00000
     2     8     3     0.00000
     2     8     4     0.00000
     2     8     5    -0.00000
     2     8     6     0.00000
     2     8     7     0.00000
     2     8     8    -0.00000
     2     8     9    -0.00000
     2     8    10     0.00000
     2     9     0     0.00000
     2     9     1     0.00000
     2     9     2     0.00000
     2     9     3     0.00000
     2     9     4    -0.00000
     2     9     5    -0.00000
     2     9     6     0.00000
     2     9     7     0.00000
     2     9     8     0.00000
     2     9     9    -0.00000
     2     9    10    -0.00000
     2    10     0    -0.00000
     2    10     1     0.00000
     2    10     2     0.00000
     2    10     3    -0.00000
     2    10     4     0.00000
     2    10     5     0.00000
     2    10     6    -0.00000
     2    10     7    -0.00000
     2    10     8     0.00000
     2    10     9     0.00000
     2    10    10     0.00000
     3     0     0    -0.00795
     3     0     1     0.00000
     3     0     2     0.00007
     3     0     3    -0.00000
     3     0     4     0.00011
     3     0     5     0.00000
     3     0     6     0.00001
     3     0     7    -0.00000
     3     0     8     0.00000
     3     0     9     0.00000
     3     0    10     0.00000
     3     1     0     0.00105
     3     1     1     0.00000
     3     1     2    -0.00039
     3     1     3     0.00000
     3     1     4     0.00001
     3     1     5    -0.00000
     3     1     6     0.00002
     3     1     7     0.00000
     3     1     8     0.00000
     3     1     9    -0.00000
     3     1    10     0.00000
     3     2     0    -0.00012
     3     2     1     0.00000
     3     2     2     0.00008
     3     2     3     0.00000
     3     2     4    -0.00003
     3     2     5    -0.00000
     3     2     6     0.00000
     3     2     7     0.00000
     3     2     8     0.00000
     3     2     9    -0.00000
     3     2    10     0.00000
     3     3     0    -0.00019
     3     3     1     0.00000
     3     3     2    -0.00000
     3     3     3    -0.00000
     3     3     4     0.00001
     3     3     5     0.00000
     3     3     6    -0.00000
     3     3     7    -0.00000
     3     3     8     0.00000
     3     3     9     0.00000
     3     3    10     0.00000
     3     4     0     0.00005
     3     4     1     0.00000
     3     4     2    -0.00002
     3     4     3    -0.00000
     3     4     4     0.00000
     3     4     5     0.00000
     3     4     6     0.00000
     3     4     7    -0.00000
     3     4     8    -0.00000
     3     4     9     0.00000
     3     4    10    -0.00000
     3     5     0    -0.00001
     3     5     1    -0.00000
     3     5     2     0.00001
     3     5     3     0.00000
     3     5     4    -0.00000
     3     5     5    -0.00000
     3     5     6     0.00000
     3     5     7     0.00000
     3     5     8     0.00000
     3     5     9    -0.00000
     3     5    10    -0.00000
     3     6     0    -0.00001
     3     6     1    -0.00000
     3     6     2    -0.00000
     3     6     3     0.00000
     3     6     4     0.00000
     3     6     5    -0.00000
     3     6     6    -0.00000
     3     6     7     0.00000
     3     6     8     0.00000
     3     6     9    -0.00000
     3     6    10     0.00000
     3     7     0     0.00000
     3     7     1     0.00000
     3     7     2    -0.00000
     3     7     3    -0.00000
     3     7     4     0.00000
     3     7     5     0.00000
     3     7     6     0.00000
     3     7     7    -0.00000
     3     7     8    -0.00000
     3     7     9     0.00000
     3     7    10     0.00000
     3     8     0    -0.00000
     3     8     1     0.00000
     3     8     2     0.00000
     3     8     3    -0.00000
     3     8     4    -0.00000
     3     8     5     0.00000
     3     8     6     0.00000
     3     8     7    -0.00000
     3     8     8     0.00000
     3     8     9     0.00000
     3     8    10    -0.00000
     3     9     0    -0.00000
     3     9     1    -0.00000
     3     9     2     0.00000
     3     9     3     0.00000
     3     9     4     0.00000
     3     9     5     0.00000
     3     9     6    -0.00000
     3     9     7    -0.00000
     3     9     8     0.00000
     3     9     9     0.00000
     3     9    10     0.00000
     3    10     0     0.00000
     3    10     1    -0.00000
     3    10     2    -0.00000
     3    10     3     0.00000
     3    10     4     0.00000
     3    10     5    -0.00000
     3    10     6     0.00000
     3    10     7     0.00000
     3    10     8    -0.00000
     3    10     9    -0.00000
     3    10    10    -0.00000
     4     0     0     0.00119
     4     0     1    -0.00000
     4     0     2     0.00000
     4     0     3     0.00000
     4     0     4     0.00004
     4     0     5    -0.00000
     4     0     6     0.00001
     4     0     7     0.00000
     4     0     8     0.00000
     4     0     9     0.00000
     4     0    10     0.00000
     4     1     0    -0.00032
     4     1     1     0.00000
     4     1     2    -0.00004
     4     1     3    -0.00000
     4     1     4    -0.00001
     4     1     5     0.00000
     4     1     6     0.00001
     4     1     7    -0.00000
     4     1     8     0.00000
     4     1     9     0.00000
     4     1    10     0.00000
     4     2     0     0.00029
     4     2     1     0.00000
     4     2     2     0.00000
     4     2     3    -0.00000
     4     2     4    -0.00001
     4     2     5     0.00000
     4     2     6    -0.00000
     4     2     7    -0.00000
     4     2     8     0.00000
     4     2     9     0.00000
     4     2    10     0.00000
     4     3     0    -0.00006
     4     3     1    -0.00000
     4     3     2     0.00002
     4     3     3     0.00000
     4     3     4     0.00000
     4     3     5    -0.00000
     4     3     6    -0.00000
     4     3     7     0.00000
     4     3     8    -0.00000
     4     3     9    -0.00000
     4     3    10     0.00000
     4     4     0     0.00000
     4     4     1    -0.00000
     4     4     2    -0.00001
     4     4     3     0.00000
     4     4     4     0.00000
     4     4     5    -0.00000
     4     4     6     0.00000
     4     4     7     0.00000
     4     4     8    -0.00000
     4     4     9    -0.00000
     4     4    10    -0.00000
     4     5     0     0.00002
     4     5     1     0.00000
     4     5     2     0.00000
     4     5     3    -0.00000
     4     5     4    -0.00000
     4     5     5     0.00000
     4     5     6     0.00000
     4     5     7    -0.00000
     4     5     8     0.00000
     4     5     9     0.00000
     4     5    10    -0.00000
     4     6     0    -0.00001
     4     6     1     0.00000
     4     6     2     0.00000
     4     6     3    -0.00000
     4     6     4     0.00000
     4     6     5     0.00000
     4     6     6    -0.00000
     4     6     7    -0.00000
     4     6     8     0.00000
     4     6     9     0.00000
     4     6    10     0.00000
     4     7     0     0.00000
     4     7     1    -0.00000
     4     7     2    -0.00000
     4     7     3     0.00000
     4     7     4     0.00000
     4     7     5    -0.00000
     4     7     6     0.00000
     4     7     7     0.00000
     4     7     8    -0.00000
     4     7     9    -0.00000
     4     7    10    -0.00000
     4     8     0     0.00000
     4     8     1    -0.00000
     4     8     2     0.00000
     4     8     3     0.00000
     4     8     4    -0.00000
     4     8     5    -0.00000
     4     8     6     0.00000
     4     8     7     0.00000
     4     8     8     0.00000
     4     8     9    -0.00000
     4     8    10    -0.00000
     4     9     0    -0.00000
     4     9     1     0.00000
     4     9     2     0.00000
     4     9     3    -0.00000
     4     9     4     0.00000
     4     9     5     0.00000
     4     9     6    -0.00000
     4     9     7    -0.00000
     4     9     8     0.00000
     4     9     9     0.00000
     4     9    10     0.00000
     4    10     0     0.00000
     4    10     1     0.00000
     4    10     2    -0.00000
     4    10     3    -0.00000
     4    10     4     0.00000
     4    10     5     0.00000
     4    10     6     0.00000
     4    10     7    -0.00000
     4    10     8    -0.00000
     4    10     9     0.00000
     4    10    10     0.00000
     5     0     0    -0.00034
     5     0     1    -0.00000
     5     0     2    -0.00008
     5     0     3     0.00000
     5     0     4    -0.00000
     5     0     5    -0.00000
     5     0     6     0.00000
     5     0     7     0.00000
     5     0     8     0.00000
     5     0     9    -0.00000
     5     0    10     0.00000
     5     1     0     0.00038
     5     1     1    -0.00000
     5     1     2     0.00001
     5     1     3    -0.00000
     5     1     4    -0.00001
     5     1     5     0.00000
     5     1     6    -0.00000
     5     1     7    -0.00000
     5     1     8     0.00000
     5     1     9     0.00000
     5     1    10     0.00000
     5     2     0    -0.00015
     5     2     1    -0.00000
     5     2     2     0.00002
     5     2     3    -0.00000
     5     2     4     0.00000
     5     2     5     0.00000
     5     2     6    -0.00000
     5     2     7    -0.00000
     5     2     8    -0.00000
     5     2     9     0.00000
     5     2    10     0.00000
     5     3     0     0.00003
     5     3     1    -0.00000
     5     3     2    -0.00001
     5     3     3    -0.00000
     5     3     4     0.00000
     5     3     5     0.00000
     5     3     6     0.00000
     5     3     7     0.00000
     5     3     8    -0.00000
     5     3     9    -0.00000
     5     3    10    -0.00000
     5     4     0     0.00001
     5     4     1     0.00000
     5     4     2     0.00000
     5     4     3     0.00000
     5     4     4    -0.00000
     5     4     5    -0.00000
     5     4     6     0.00000
     5     4     7     0.00000
     5     4     8     0.00000
     5     4     9    -0.00000
     5     4    10    -0.00000
     5     5     0    -0.00001
     5     5     1     0.00000
     5     5     2     0.00000
     5     5     3     0.00000
     5     5     4     0.00000
     5     5     5     0.00000
     5     5     6    -0.00000
     5     5     7    -0.00000
     5     5     8     0.00000
     5     5     9     0.00000
     5     5    10     0.00000
     5     6     0     0.00000
     5     6     1     0.00000
     5     6     2    -0.00000
     5     6     3    -0.00000
     5     6     4     0.00000
     5     6     5     0.00000
     5     6     6     0.00000
     5     6     7    -0.00000
     5     6     8    -0.00000
     5     6     9     0.00000
     5     6    10    -0.00000
     5     7     0     0.00000
     5     7     1    -0.00000
     5     7     2     0.00000
     5     7     3     0.00000
     5     7     4    -0.00000
     5     7     5     0.00000
     5     7     6     0.00000
     5     7     7    -0.00000
     5     7     8     0.00000
     5     7     9     0.00000
     5     7    10    -0.00000
     5     8     0    -0.00000
     5     8     1    -0.00000
     5     8     2     0.00000
     5     8     3     0.00000
     5     8     4     0.00000
     5     8     5    -0.00000
     5     8     6    -0.00000
     5     8     7     0.00000
     5     8     8     0.00000
     5     8     9    -0.00000
     5     8    10     0.00000
     5     9     0     0.00000
     5     9     1     0.00000
     5     9     2    -0.00000
     5     9     3     0.00000
     5     9     4     0.00000
