          17
           0  -3.9566628652940922E-005
           1   4.1414948329875859E-003
           2  0.18017132893726392     
           3 -0.21305278288953322     
           4  0.17120637537229064     
           5 -0.10616869973448682     
           6   6.9542310921161227E-002
           7  -7.4785006010250649E-002
           8   7.9085414422867970E-002
           9  -5.8233522296949065E-002
          10   2.9163907751066837E-002
          11  -1.0171513198659526E-002
          12   2.5067553855784297E-003
          13  -4.3598077363166121E-004
          14   5.2437006365785299E-005
          15  -4.1549125566198164E-006
          16   1.9528559047632399E-007
          17  -4.1266656411464986E-009
